booking_id,accuracy,bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,speed,speed (km/h),yaw,pitch,roll,turning_force,acceleration,driver_id,label,name,date_of_birth,gender,car_model,car_make_year,rating,age
163208757276,3.0,247.0,-1.055,8.165,5.363,-0.015991472,0.05970149,-0.030916844,1.0,0.0,0.0,139.66321,-19.364435,176.56065,-477508.12,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.07,8.149,5.353,0.011727079,-0.039445627,0.008528785,2.0,0.0,0.0,139.60878,-19.675287,176.50241,-484824.38,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.154,8.11,5.343,0.0021321962,0.0021321962,-0.0021321962,7.0,0.0,0.0,139.32014,-21.28852,175.99117,-521975.66,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.14,8.136,5.369,0.0,-0.0010660981,0.0,8.0,0.0,0.0,139.38745,-20.955599,175.91562,-513840.28,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.243,8.208,5.221,0.0,0.0,0.0021321962,11.0,0.0,0.0,138.89102,-22.876097,178.50757,-567169.3,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.274,8.321,-1.943186,0.009594883,0.009594883,-0.012793177,15.0,0.0,0.0,-125.3663,-26.64087,233.72807,780620.75,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.294,8.299,5.078,0.0021321962,0.0053304904,0.0010660981,16.0,0.0,0.0,138.54099,-23.80035,181.36494,-598019.0,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-0.894,7.986,5.684,0.0,0.013210266,-0.0031982942,18.0,0.0,0.0,140.27203,-16.371351,170.36049,-391223.1,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.098,9.739184,5.612,0.0021321962,0.0021321962,0.0031982942,19.0,0.0,0.0,139.68134,-17.52742,187.17763,-458258.28,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.424,8.363,5.014,0.10564445,-0.04904051,0.013859275,20.0,0.0,0.0,137.88185,-26.1023,182.42137,-656540.6,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-2.039,-0.18195295,3.721,0.03304904,0.0063965884,-0.012793177,21.0,0.0,0.0,129.58965,-90.14058,-7.7141633,90111.35,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,247.0,-1.061,8.352,4.95,0.0042643924,0.013859275,-0.0021321962,23.0,0.0,0.0,139.35048,-19.59331,184.65816,-504179.03,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.395,244.0,-0.915,8.141,5.13,-0.012793177,0.0,-0.015991472,25.0,3.0754652,11.071674,139.96245,-17.064798,180.25565,-430528.16,0.12301861,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.538,250.0,-0.763,7.752,5.935,-0.0021321962,-0.010660981,0.0053304904,26.0,3.3153257,11.935172,140.63402,-14.038748,164.41556,-324609.84,0.12751253,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.078,250.0,-0.845,7.893,5.711,0.0,0.0021321962,-0.010660981,30.0,1.2976147,4.671413,140.39717,-15.573147,169.07158,-369662.47,0.043253824,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,246.0,-1.208,8.223,5.039,0.0,-0.0074626864,0.0074626864,31.0,0.0,0.0,138.8574,-22.42954,181.52959,-565375.3,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,251.0,-1.129,8.183,5.108,-0.0042643924,-0.024520256,0.019189766,32.0,0.0,0.0,139.22552,-20.971506,180.35811,-526604.0,0.0,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.0,253.0,-1.179,8.344,5.312,-0.0021321962,0.0031982942,-0.0063965884,35.0,1.7191722,6.1890197,139.20796,-21.354267,178.72813,-531302.25,0.049119208,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.156,245.0,-0.958,8.282,5.039,0.0,0.009594883,-0.058635395,36.0,2.4377244,8.775807,139.77396,-17.729872,182.93176,-453336.78,0.067714565,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.397,246.0,-1.327,8.608,4.078,0.018123668,0.011727079,-0.0042643924,37.0,2.9195044,10.510216,136.84439,-24.916496,199.54668,-680390.9,0.07890552,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.611,249.0,-1.327,9.03,4.315,-0.0063965884,0.04584222,-0.03411514,38.0,3.6571014,13.165565,137.30655,-23.728489,199.29573,-649320.8,0.09623951,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,244.0,-1.031,8.661,4.257,-0.030916844,0.13859275,0.0074626864,42.0,7.6981854,27.713467,138.80702,-19.15714,198.4645,-527746.0,0.18329012,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,240.0,-0.684,8.066,4.924,0.008528785,0.015991472,0.0031982942,43.0,8.147538,29.331137,140.51161,-13.005627,183.32268,-335011.47,0.18947764,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,236.0,-0.535,7.698,5.399,0.0074626864,0.014925373,0.057569295,45.0,9.021537,32.47753,140.93195,-10.230845,172.2358,-248338.69,0.2004786,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,233.0,-0.624,7.798,6.169,-0.009594883,0.021321962,0.036247335,46.0,8.712703,31.365728,140.91359,-11.281473,161.82498,-257255.27,0.18940659,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,228.0,-0.998,8.147,5.88,0.019189766,0.028784648,0.012793177,47.0,8.001357,28.804884,140.0937,-17.820993,168.99768,-421921.12,0.17024164,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,224.0,0.213,9.007,4.54,0.08315565,-0.081023455,-0.08422175,51.0,4.5666156,16.439816,141.27274,3.8005524,198.62462,106644.42,0.08954148,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,249.0,0.724,8.467,4.64,0.02771855,-0.23454158,-0.10021322,54.0,4.575366,16.471317,140.28922,13.472407,191.59146,362114.28,0.084729,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,267.0,0.346,8.712,3.76,0.018123668,-0.21641791,-0.108742006,55.0,4.6077933,16.588055,140.99222,6.560649,209.12799,193443.48,0.08377806,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,47.0,-0.084,9.135,3.684,0.040511727,-0.071428575,-0.0042643924,57.0,4.933098,17.759151,141.34827,-1.5350072,213.72693,-46372.46,0.08654558,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,303.0,-0.893,8.873,4.571,-0.012793177,-0.102345414,0.020255864,58.0,5.7705507,20.773983,139.68625,-16.061527,195.7374,-439151.44,0.09949225,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,308.0,-0.96,8.831,4.208,0.0063965884,-0.014925373,-0.0010660981,60.0,6.524104,23.486774,139.08875,-17.608135,200.91463,-492058.72,0.10873507,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,311.0,-0.787,8.753,4.157,-0.0021321962,0.0,0.009594883,61.0,7.223097,26.003147,139.78711,-14.587212,201.69899,-411285.25,0.11841142,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,313.0,-1.429,8.863,3.933,0.01705757,0.09594883,-0.03304904,63.0,8.510932,30.639355,135.79536,-26.337635,203.34343,-727263.6,0.13509415,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,312.0,-1.228,8.089,5.347,-0.0042643924,0.07569297,0.039445627,65.0,9.689131,34.88087,139.0589,-22.67512,175.4696,-553286.75,0.14906356,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,310.0,-1.811,8.267,4.311,-0.015991472,-0.023454158,0.0053304904,71.0,10.210545,36.75796,134.06622,-34.533176,190.08781,-880055.7,0.14381048,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,310.0,-1.069,8.72,4.852,0.013859275,0.011727079,-0.026652452,72.0,10.5518055,37.9865,139.23886,-19.20925,189.5227,-506911.47,0.14655286,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,310.0,-0.905,8.15,4.463,0.0048826486,0.0053304904,0.041577823,73.0,10.997555,39.591198,139.55847,-17.47613,191.02647,-465902.47,0.15065144,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,309.0,-1.325,8.671,4.819,0.009594883,0.013859275,0.015991472,75.0,11.47882,41.32375,138.09288,-23.900564,188.62585,-622559.2,0.15305093,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,4.0,306.0,-0.647,8.513,4.478,0.0021321962,-0.013859275,-0.031982943,77.0,11.936408,42.97107,140.44196,-12.089177,194.81078,-330755.12,0.15501828,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,4.1,309.0,-0.812,8.309,4.891,-0.012793177,-0.0021321962,0.0,80.0,12.746581,45.88769,140.1482,-15.123547,185.90579,-394034.38,0.15933226,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,4.0,309.0,-0.627,8.682,4.805,0.013859275,0.02238806,-0.06076759,81.0,12.485617,44.94822,140.6119,-11.3585205,191.11108,-305231.75,0.15414342,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,310.0,-0.673,8.361,4.998,0.01705757,0.015991472,0.008528785,83.0,12.609665,45.39479,140.56308,-12.416412,185.04881,-322963.7,0.15192367,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
163208757276,3.9,311.0,-0.754,8.459,4.336,0.009594883,0.019189766,-0.031982943,84.0,12.630254,45.468914,140.03114,-14.248136,196.38985,-391833.62,0.15036017,127,0,Tiebout,1977-09-03,Male,Volkswagen,2011,3.0,45
